step,day,hour,player,money,hands,hires_today,quadrants,plants,animals,weeds,shed_total
52,2,4,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
52,2,4,1,109.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
53,2,5,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
53,2,5,1,109.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
54,2,6,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
54,2,6,1,146.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,3
55,2,7,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
55,2,7,1,244.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
56,2,8,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
56,2,8,1,182.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,2
57,2,9,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
57,2,9,1,182.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,3
58,2,10,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
58,2,10,1,280.0,6,6,1,"{""WHEAT"": 9, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
59,2,11,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
59,2,11,1,120.0,6,6,1,"{""WHEAT"": 9, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
60,2,12,0,15.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
60,2,12,1,217.0,6,6,1,"{""WHEAT"": 9, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
61,2,13,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
61,2,13,1,217.0,6,6,1,"{""WHEAT"": 9, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
62,2,14,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
62,2,14,1,117.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
63,2,15,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
63,2,15,1,17.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 11}","{""COW"": 2, ""SHEEP"": 3}",0,0
64,2,16,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
64,2,16,1,17.0,6,6,1,"{""MELON"": 11, ""WHEAT"": 6, ""STRAWBERRY"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,0
65,2,17,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
65,2,17,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 11, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
66,2,18,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
66,2,18,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 11, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
67,2,19,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
67,2,19,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 11, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
68,2,20,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
68,2,20,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
69,2,21,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
69,2,21,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
70,2,22,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
70,2,22,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
71,2,23,0,15.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
71,2,23,1,17.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
72,3,0,0,15.0,0,0,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,11
72,3,0,1,17.0,0,0,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,8
73,3,1,0,119.0,4,4,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,4
73,3,1,1,5.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,8
74,3,2,0,44.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,5
74,3,2,1,5.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
75,3,3,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,2
75,3,3,1,101.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
76,3,4,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,2
76,3,4,1,101.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
77,3,5,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,2
77,3,5,1,101.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
78,3,6,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,2
78,3,6,1,197.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
79,3,7,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 2}",0,2
79,3,7,1,293.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
80,3,8,0,13.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 3}",0,2
80,3,8,1,293.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
81,3,9,0,13.0,6,6,1,"{""WHEAT"": 6, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 3}",0,2
81,3,9,1,389.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
82,3,10,0,75.0,6,6,1,"{""WHEAT"": 5, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 3}",0,0
82,3,10,1,389.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
83,3,11,0,75.0,6,6,1,"{""WHEAT"": 5, ""MELON"": 12}","{""SHEEP"": 2, ""COW"": 3}",0,0
83,3,11,1,389.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
84,3,12,0,75.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,2
84,3,12,1,485.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
85,3,13,0,265.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
85,3,13,1,385.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
86,3,14,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
86,3,14,1,385.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
87,3,15,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
87,3,15,1,385.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
88,3,16,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 4}","{""SHEEP"": 2, ""COW"": 3}",0,0
88,3,16,1,385.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
89,3,17,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
89,3,17,1,285.0,5,5,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
90,3,18,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
90,3,18,1,185.0,5,5,1,"{""STRAWBERRY"": 3, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
91,3,19,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
91,3,19,1,85.0,5,5,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
92,3,20,0,65.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
92,3,20,1,85.0,5,5,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
93,3,21,0,65.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 1, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
93,3,21,1,85.0,5,5,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
94,3,22,0,65.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
94,3,22,1,85.0,5,5,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
95,3,23,0,65.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,0
95,3,23,1,85.0,5,5,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
96,4,0,0,65.0,0,0,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,16
96,4,0,1,85.0,0,0,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,9
97,4,1,0,147.0,4,4,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,5
97,4,1,1,126.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,7
98,4,2,0,14.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,9
98,4,2,1,126.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
99,4,3,0,109.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,4
99,4,3,1,221.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
100,4,4,0,49.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,6
100,4,4,1,221.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
101,4,5,0,49.0,6,6,1,"{""MELON"": 10, ""STRAWBERRY"": 2, ""WHEAT"": 2}","{""SHEEP"": 2, ""COW"": 3}",0,6
101,4,5,1,221.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
