step,day,hour,player,money,hands,hires_today,quadrants,plants,animals,weeds,shed_total
48,2,0,1,33.0,0,0,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
49,2,1,0,215.0,3,3,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,1
49,2,1,1,13.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
50,2,2,0,215.0,3,3,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
50,2,2,1,13.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
51,2,3,0,215.0,3,3,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
51,2,3,1,111.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
52,2,4,0,215.0,3,3,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
52,2,4,1,111.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
53,2,5,0,215.0,3,3,1,"{""WHEAT"": 11, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
53,2,5,1,111.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
54,2,6,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
54,2,6,1,151.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,3
55,2,7,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3}",0,0
55,2,7,1,249.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
56,2,8,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
56,2,8,1,189.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,3
57,2,9,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
57,2,9,1,286.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
58,2,10,0,215.0,3,3,1,"{""WHEAT"": 9, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
58,2,10,1,206.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
59,2,11,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
59,2,11,1,126.0,6,6,1,"{""WHEAT"": 10, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,1
60,2,12,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
60,2,12,1,223.0,6,6,1,"{""WHEAT"": 9, ""MELON"": 10}","{""COW"": 2, ""SHEEP"": 3}",0,0
61,2,13,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
61,2,13,1,123.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 11}","{""COW"": 2, ""SHEEP"": 3}",0,0
62,2,14,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
62,2,14,1,23.0,6,6,1,"{""WHEAT"": 8, ""MELON"": 12}","{""COW"": 2, ""SHEEP"": 3}",0,0
63,2,15,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
63,2,15,1,23.0,6,6,1,"{""WHEAT"": 7, ""MELON"": 12}","{""COW"": 2, ""SHEEP"": 3}",0,0
64,2,16,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
64,2,16,1,23.0,6,6,1,"{""MELON"": 12, ""WHEAT"": 6, ""STRAWBERRY"": 1}","{""COW"": 2, ""SHEEP"": 3}",0,0
65,2,17,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
65,2,17,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
66,2,18,0,215.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
66,2,18,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
67,2,19,0,506.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
67,2,19,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
68,2,20,0,506.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
68,2,20,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
69,2,21,0,506.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
69,2,21,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
70,2,22,0,506.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
70,2,22,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
71,2,23,0,506.0,3,3,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
71,2,23,1,23.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
72,3,0,0,728.0,0,0,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
72,3,0,1,23.0,0,0,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,8
73,3,1,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,1
73,3,1,1,3.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,8
74,3,2,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
74,3,2,1,3.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
75,3,3,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
75,3,3,1,99.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
76,3,4,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
76,3,4,1,99.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
77,3,5,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
77,3,5,1,99.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
78,3,6,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
78,3,6,1,195.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,1
79,3,7,0,246.0,5,5,1,"{""WHEAT"": 9, ""CARROT"": 3, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
79,3,7,1,291.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 6}","{""COW"": 2, ""SHEEP"": 3}",0,0
80,3,8,0,246.0,5,5,1,"{""WHEAT"": 9, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
80,3,8,1,291.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,1
81,3,9,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
81,3,9,1,386.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
82,3,10,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 3, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
82,3,10,1,386.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
83,3,11,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 4, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
83,3,11,1,386.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,1
84,3,12,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 3, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
84,3,12,1,381.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
85,3,13,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 3, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 3, ""GOOSE"": 1}",0,0
85,3,13,1,381.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
86,3,14,0,246.0,5,5,1,"{""WHEAT"": 10, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
86,3,14,1,381.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,1
87,3,15,0,246.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
87,3,15,1,381.0,6,6,1,"{""STRAWBERRY"": 2, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
88,3,16,0,246.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
88,3,16,1,281.0,6,6,1,"{""STRAWBERRY"": 3, ""MELON"": 12, ""WHEAT"": 5}","{""COW"": 2, ""SHEEP"": 3}",0,0
89,3,17,0,246.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
89,3,17,1,181.0,6,6,1,"{""STRAWBERRY"": 3, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
90,3,18,0,351.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
90,3,18,1,81.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
91,3,19,0,554.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
91,3,19,1,81.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,0
92,3,20,0,774.0,5,5,1,"{""WHEAT"": 11, ""CARROT"": 2, ""MELON"": 5}","{""SHEEP"": 2, ""COW"": 4, ""GOOSE"": 1}",0,0
92,3,20,1,81.0,6,6,1,"{""STRAWBERRY"": 4, ""MELON"": 12, ""WHEAT"": 4}","{""COW"": 2, ""SHEEP"": 3}",0,1
